Track Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genre,hiphop,rap,pop,electronic,trap,indie,rnb,rock,dance,reggaeton,Label
15 Years,Levellers,0.434,0.935,7,-5.225,1,0.0514,0.00047400000000000003,0.0,0.0655,0.787,150.026,190000,4,"folk+rock,good+stuff,90s,1990s,folk+rock,folk,rock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"Cello Suite No. 3 in C Major, BWV 1009: VI. Gigue",Johann Sebastian Bach,0.5,0.0715,7,-25.539,1,0.0467,0.9309999999999999,0.861,0.106,0.765,105.479,192973,4,"baroque,cello,germany,early+music,acoustic+beauty,classical,baroque,instrumental",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Witch Hunt - Remastered,Wayne Shorter,0.43,0.546,5,-9.786,0,0.039,0.614,2.51e-05,0.0393,0.369,104.061,490200,4,"jazz,saxophone,hard+bop,bebop,jazz,saxophone,hard+bop",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cocktail Midnight,Vantage,0.757,0.838,11,-4.604,0,0.0978,0.00182,0.0502,0.0788,0.5770000000000001,120.03299999999999,240014,4,"future+funk,vaporwave,future+funk,vaporwave,french",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Audio Quattro,Apocryphal,0.449,0.8690000000000001,9,-5.246,1,0.152,0.0087,0.159,0.311,0.215,104.991,495857,4,"death+metal,black+metal,death+metal,black+metal,belarusian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Exode,Tetra Hydro K,0.608,0.9490000000000001,4,-6.075,0,0.0733,0.000337,0.8,0.157,0.503,139.994,331656,4,"dub,drum+and+bass,dub,drum+and+bass,jazz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Summmer Forest,Nature Recordings,0.483,0.28,0,-33.437,0,0.22399999999999998,0.11900000000000001,0.597,0.316,0.083,138.287,243920,4,"nature,nature+sounds,sounds+of+nature,nature,nature+sounds,sounds+of+nature",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Leaning on the Everlasting Arms,Scandinavian Metal Praise,0.469,0.983,4,-1.861,1,0.145,6.45e-06,0.00016999999999999999,0.706,0.39799999999999996,130.019,153880,4,"christian+metal,finnish,metal,praise+metal,christian,christian+metal,finnish,metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Two,Sleeping At Last,0.504,0.327,4,-9.49,1,0.0367,0.902,7.63e-06,0.445,0.299,132.803,258609,4,"indie,canadian,indie+rock,alternative,christian,indie,indie+rock,alternative",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Bring De Scotch for Christmas,Lord Kitchener,0.6940000000000001,0.9520000000000001,2,-12.42,1,0.0722,0.597,0.00016,0.0513,0.833,126.29,223613,4,"calypso,all,trinidad,soca,christmas,calypso,all,trinidad",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Babykiller,Devourment,0.34600000000000003,0.99,2,-3.542,1,0.154,0.023,0.85,0.091,0.10300000000000001,111.602,310093,4,"brutal+death+metal,slamming+death+metal,death+metal,brutal+death+metal,death+metal,slam+death+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mambo Sangria,Cal Tjader,0.508,0.434,0,-14.422,0,0.0401,0.758,0.0025,0.0962,0.665,113.59100000000001,165933,5,"jazz,jazz,latin+jazz,vibraphone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Iniuria Palace,Baths,0.19899999999999998,0.755,11,-5.715,0,0.0866,0.728,9.82e-05,0.131,0.36200000000000004,178.627,261381,4,"antican,indietonic,radio+caprice+-+futurepop,electronic,glitch-hop,ambient",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"The Wind - From ""Sing"" Original Motion Picture Soundtrack",Yusuf / Cat Stevens,0.769,0.258,2,-15.175,1,0.0418,0.9229999999999999,0.0486,0.111,0.8059999999999999,115.78200000000001,103813,4,"british folk,classic rock,folk,folk rock,mellow gold,rock,singer-songwriter,soft rock,traditional folk",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Machi Engalukku Ellam,Hiphop Tamizha,0.5820000000000001,0.975,7,-2.455,1,0.185,0.0981,3.84e-06,0.081,0.5870000000000001,192.041,149483,4,"hip-hop,all,indian,india,chennai,hip-hop,all,indian",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Punk Rock Is Saving Lives,Momentum,0.341,0.9840000000000001,7,-6.581,1,0.305,0.0448,0.00555,0.6409999999999999,0.0314,102.76299999999999,37303,4,"hardcore,neocrust,crust,2013,melodic+hardcore,hardcore,neocrust,crust",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The 11th Commandment,Bethlehem,0.254,0.755,6,-9.937000000000001,1,0.0435,0.00966,0.8240000000000001,0.341,0.0526,133.05700000000002,311373,4,"black+metal,metal,dark+metal,doom+metal,black+metal,dark+metal,depressive+black+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hardcore Punk,Epicycle,0.299,0.9540000000000001,9,-5.693,1,0.305,0.00528,0.000103,0.0907,0.435,185.233,141360,4,"punk,power+pop,new+wave,kbd,punk,power+pop,theyre+coming+to+take+me+away+hehee",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Blapdillions - Mr. Bill Remix,Freddy Todd,0.436,0.653,11,-7.046,0,0.0736,0.00022,0.8540000000000001,0.0993,0.258,139.972,292681,4,"glitch-hop,dubstep,idm,glitch,glitch-hop,dubstep,glitch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Broken - Wildstylez Remix,Evil Activities,0.542,0.965,8,-3.591,0,0.244,0.0408,0.0,0.737,0.0872,150.083,269600,4,"hardcore,gabber,hardcore+techno,mainstream+hardcore,hardcore,gabber,hardcore+techno",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Love and Hate (Remastered),Jackie McLean,0.5579999999999999,0.125,10,-12.647,1,0.0501,0.9109999999999999,0.32,0.10400000000000001,0.14,121.988,505560,4,"jazz,hard+bop,saxophone,free+jazz,jazz,hard+bop,saxophone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Astral Body,Michel Mondrain,0.19899999999999998,0.11699999999999999,7,-22.377,1,0.0416,0.8959999999999999,0.93,0.0958,0.0541,65.577,187917,4,atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Accelerated Mutation,Lock Up,0.29,0.996,6,-5.375,1,0.179,7.89e-06,0.000143,0.18,0.0414,123.73200000000001,165707,4,"death+metal,grindcore,deathgrind,grindcore,death+metal,deathgrind",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Norman,Steven Price,0.293,0.47,10,-16.454,1,0.0512,0.0584,0.877,0.14300000000000002,0.0757,120.34100000000001,170845,4,"soundtrack,beautiful,stunning,pure+beauty,9+of+10+stars,soundtrack,ambient,instrumental",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steel Rail Blues,The Seldom Scene,0.7809999999999999,0.48,11,-10.992,1,0.0364,0.815,0.00928,0.0808,0.884,98.02,156507,4,"bluegrass,country,bluegrass,country,folk-country",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Perennial Quest,Death,0.281,0.9540000000000001,1,-8.44,1,0.15,0.000482,0.0069,0.34,0.141,169.889,501360,5,"death+metal,technical+death+metal,progressive+death+metal,metal,progressive+metal,death+metal,technical+death+metal,progressive+death+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Turning Page,Sleeping At Last,0.307,0.371,3,-8.498,1,0.0288,0.9229999999999999,0.0253,0.11,0.18899999999999997,115.241,255893,3,"soundtrack,love,amazing,twilight,breaking+dawn,indie,indie+rock,alternative",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Love & Hate,Lord Of The Lost,0.405,0.99,9,-4.414,1,0.15,1.4400000000000001e-05,0.048,0.124,0.282,159.053,248147,4,"rock,metal,gothic+metal,german,gothic+rock,gothic+rock,gothic+metal,german",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Nus Là-Bas,Tété,0.569,0.649,6,-6.169,1,0.0348,0.226,0.0,0.23800000000000002,0.57,94.021,170206,4,"french,folk,chanson+francaise,acoustic,french,folk,chanson+francaise",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Threads,Ebb & Flod,0.12,0.0436,4,-22.044,1,0.0383,0.79,0.889,0.11199999999999999,0.0361,72.339,192793,4,"ambient,instrumental,chillout,piano,ambient,instrumental,chillout",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dirt Nap,Subvert,0.852,0.731,2,-8.419,1,0.0887,0.0013,0.7609999999999999,0.33299999999999996,0.33799999999999997,99.995,347040,4,"dubstep,glitch-hop,electronic,dubstep,glitch-hop,electronic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Roller Mobster,Carpenter Brut,0.423,0.9209999999999999,7,-1.67,1,0.0734,5.37e-06,0.903,0.179,0.187,131.011,214351,4,"electronic,electro,synthwave,game,hotline+miami+2,synthwave,electronic,retro+electro",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lily's Theme,Alexandre Desplat,0.179,0.048,6,-28.663,1,0.0469,0.889,0.9740000000000001,0.0775,0.0278,72.93,148813,4,"soundtrack,harry+potter,soundtrack,instrumental,classical",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Superheroes,Soul Extract,0.586,0.75,11,-8.592,0,0.0515,0.11900000000000001,0.000171,0.109,0.14300000000000002,159.967,381200,4,"alternative+metal,electronic+rock,electronic,alternative,alternative+metal,electronic+rock,alternative",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
The End of All We Know,Bleed From Within,0.311,0.9590000000000001,6,-5.104,0,0.107,0.000505,0.00011999999999999999,0.32799999999999996,0.336,149.406,251512,3,"metalcore,deathcore,2020,best+of+2020,death+metal,deathcore,metalcore,death+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Backwater Blues,Kenny Wayne Shepherd,0.289,0.9009999999999999,7,-5.898,1,0.155,0.183,3.4200000000000005e-05,0.287,0.617,109.135,428520,4,"adult standards,classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock,traditional folk",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
From the Kettle Onto the Coil,Deafheaven,0.0873,0.902,0,-4.488,1,0.0788,4.51e-06,0.867,0.0996,0.214,86.531,396637,4,"black+metal,post-black+metal,atmospheric+black+metal,blackgaze,black+metal,post-black+metal,atmospheric+black+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ravelin,The Shaking Sensations,0.308,0.628,2,-10.604000000000001,1,0.0347,0.00048499999999999997,0.8909999999999999,0.105,0.0991,91.211,303500,3,"post-rock,instrumental,ambient,danish,post-rock,instrumental,ambient",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
My Oh My,Punch Brothers,0.508,0.257,7,-9.767000000000001,0,0.0426,0.69,0.000145,0.17600000000000002,0.23,159.612,258853,4,"folk,country,acoustic,indie,bluegrass,bluegrass,folk,newgrass",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Tellin' My Blues Goodbye,Howard Goodman,0.504,0.562,8,-14.807,1,0.0489,0.54,5.72e-06,0.97,0.578,97.61,115773,4,"gospel+songs,gospel+songs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hot Thoughts,Spoon,0.679,0.902,8,-3.627,1,0.0303,0.0484,0.155,0.645,0.493,108.995,228653,4,"banned,eclectonia,indie+rock,indie,alternative",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
BLOW,Dean Blunt,0.662,0.521,1,-9.635,1,0.0309,0.252,0.0,0.10400000000000001,0.38299999999999995,128.414,151320,3,"2014,experimental,lo-fi,art+pop,dub,experimental,lo-fi,avant-garde",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Reasons For Being,Deep Watch,0.141,0.0282,7,-30.003,0,0.0454,0.98,0.9059999999999999,0.10400000000000001,0.0658,145.22,176391,3,"ambient,chill,ambient,chill,instrumental",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Singer-Songwriter,The Young Novelists,0.58,0.7879999999999999,0,-7.577000000000001,1,0.0319,0.0226,1.4000000000000001e-05,0.102,0.898,131.406,206773,4,"canadian,folk,creative+commons,canadian,folk,creative+commons",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Forelsket i København,Scott Hamilton,0.385,0.1,2,-13.827,1,0.043,0.96,0.198,0.11,0.19899999999999998,54.041000000000004,327307,4,"jazz,saxophone,smooth+jazz,romantico,jazz,saxophone,smooth+jazz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pop On Acid,Afrojack,0.56,0.8859999999999999,5,-6.835,0,0.0688,0.00941,0.867,0.1,0.39299999999999996,124.052,324266,4,"house,acid,house,electro+house,electronic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L'aventure la voilà,Mon Cote Punk,0.47600000000000003,0.868,0,-5.506,1,0.35600000000000004,0.10099999999999999,1.89e-05,0.0857,0.643,162.048,234187,4,rennes indie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Glass: Façades,Philip Glass,0.19,0.0425,10,-26.498,1,0.0475,0.977,0.978,0.094,0.034,67.561,469907,4,"minimalism,contemporary+classical,classical,ambient,soundtrack,minimalism,contemporary+classical,classical",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Time's Cruel Curtain,Cattle Decapitation,0.18600000000000003,0.985,3,-4.8,1,0.142,3.85e-06,0.8390000000000001,0.344,0.14400000000000002,156.034,331533,4,"brutal+death+metal,melodic+black+metal,technical+death+metal,best+of+2019,grindcore,death+metal,deathgrind",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dog Meat,Flamin' Groovies,0.35100000000000003,0.7709999999999999,2,-7.81,0,0.129,0.0857,0.0216,0.12300000000000001,0.287,170.524,243987,4,"garage,punk,last+man+standing,cooper+was+here,garage+rock,power+pop,proto-punk",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Punk Rock'll Change the World,Ripcordz,0.26899999999999996,0.8759999999999999,0,-2.753,1,0.0543,0.00942,0.674,0.0268,0.41,95.376,183600,4,"punk,canada,punk+rock,xmas,punk,canada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Solitude,Daigo Hanada,0.307,0.0242,1,-28.599,0,0.038,0.9790000000000001,0.9620000000000001,0.204,0.474,106.994,166830,4,"piano,ambient,japanese,modern+classical,2017+releases,piano,japanese,instrumental",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nå er det Jul,Rövballebandet,0.72,0.7090000000000001,9,-6.063,1,0.032,0.0278,0.0,0.358,0.47600000000000003,108.012,178056,4,"swedish,raggar+rock,k%C3%B6nsrock,bonnrock,swedish,raggar+rock,k%C3%B6nsrock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
The Piano : The Heart Asks Pleasure First,Michael Nyman,0.131,0.146,9,-24.476999999999997,0,0.0466,0.991,0.889,0.09699999999999999,0.146,182.395,136028,3,"piano,soundtrack,minimalism,contemporary+classical,classical,soundtrack,piano,minimalism",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Your Majesty,Lorne Balfe,0.317,0.27699999999999997,10,-14.86,1,0.0326,0.8859999999999999,0.95,0.10099999999999999,0.0391,140.004,254280,4,"soundtrack,instrumental,video+game+music,composer,soundtrack,instrumental,video+game+music",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Congo Man,Mighty Sparrow,0.598,0.8340000000000001,5,-3.228,1,0.157,0.43200000000000005,0.0,0.611,0.883,84.046,246039,4,"calypso,classic,calypso,soca,caribbean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hurricane,The Hush Sound,0.631,0.358,3,-9.07,1,0.0255,0.774,3.84e-05,0.107,0.185,132.013,192053,4,"rock,mellow,indie,piano,sitting+in+your+car+crying+in+the+rain,indie,piano+rock,female+vocalists",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Ghetto Blasters,Ghoul,0.491,0.8390000000000001,6,-9.186,0,0.0897,0.0010400000000000001,0.0841,0.113,0.271,160.248,172240,4,"thrash+metal,metal,thrash+metal,death+metal,grindcore",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Goon Pop,CASTLEBEAT,0.63,0.62,4,-9.633,1,0.0331,0.27399999999999997,0.852,0.15,0.585,109.98299999999999,172378,4,"dream+pop,shoegaze,lo-fi,self-titled+album,indie+pop,dream+pop,lo-fi,shoegaze",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Not Suitable for Life,Cattle Decapitation,0.231,0.9440000000000001,4,-3.135,1,0.106,4.04e-06,0.7979999999999999,0.0632,0.155,114.928,196653,4,"death+metal,male+vocalist,deathgrind,american+death+metal,2010s,grindcore,death+metal,deathgrind",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Transgress,Aphyxion,0.48100000000000004,0.95,10,-5.7010000000000005,0,0.0817,2.65e-06,0.723,0.185,0.265,107.486,289440,4,"melodic+death+metal,death+metal,denmark,melodic+death+metal,death+metal,denmark",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rock 'Til Dawn,リアムMAZE1981,0.878,0.757,2,-7.239,1,0.0541,0.00539,1.36e-06,0.0774,0.746,95.869,367280,4,"future+funk,ambient,vaporwave,future+funk,ambient,vaporwave",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Spellbound,Ballet L'école,0.431,0.0164,7,-18.642,1,0.114,0.995,0.927,0.111,0.40399999999999997,64.702,162427,5,"classical,ballet,classical,ballet",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
First Bridge,Voyager,0.0777,0.083,0,-27.513,1,0.0436,0.93,0.7070000000000001,0.0843,0.0394,175.335,128672,3,"ambient,progressive+metal,post-metal,power+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Save Me,Love Sees No Color,0.405,0.95,2,-3.6439999999999997,1,0.0482,0.000785,0.0368,0.32299999999999995,0.568,169.903,232268,4,"rock,indie,pop,alternative,alternative+rock,rock,indie,alternative",0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Grapes Alla Vodka - Salva Remix,RL Grime,0.772,0.769,1,-5.135,1,0.0465,0.00233,0.7240000000000001,0.0802,0.21100000000000002,135.976,312353,4,"trap,electronic,beats,trap,electronic,beats",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Rock Bottom,G-Space,0.86,0.516,9,-7.52,0,0.28800000000000003,0.34299999999999997,0.833,0.239,0.23600000000000002,127.902,605625,4,"hip+hop,electronic,experimental,newbreed,hip+hop,electronic,experimental",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Devils Light,Novembers Doom,0.47100000000000003,0.9470000000000001,10,-5.902,0,0.0643,3.37e-05,0.268,0.0953,0.29600000000000004,140.047,305307,4,"doom+metal,death+metal,death-doom,doom+metal,death+doom+metal,death+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Feeling Punk - Roy McLaren Remake,Todd Terry,0.7709999999999999,0.695,2,-9.988999999999999,1,0.0627,0.00011,0.675,0.0359,0.597,123.99600000000001,375484,4,"house,electronic,new+york,dance,house,electronic,new+york",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Hits from the Bong,Dub Silence,0.9129999999999999,0.261,10,-16.584,0,0.0664,0.21,0.0,0.0768,0.802,89.986,235102,4,"chicano rap,gangster rap,hardcore hip hop,hip hop,rap,rap rock,west coast rap",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
If Not For You (Demo),Shakey Graves,0.634,0.433,2,-8.017999999999999,1,0.0256,0.8640000000000001,0.008579999999999999,0.102,0.268,101.791,191671,4,"folk,americana,lo-fi,singer-songwriter,folk,americana,lo-fi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Flight,Tristam,0.495,0.7559999999999999,4,-5.734,0,0.655,0.0409,2.6700000000000002e-05,0.102,0.217,87.396,219429,4,"electronic,dance,dubstep,electronic,electro",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Jah is my Keeper Dub - Fabwize Dub,Bost & Bim,0.73,0.534,8,-5.303999999999999,1,0.0442,0.0236,0.0009339999999999999,0.149,0.534,135.947,284133,4,"all,french,reggae,hiphop,all,french,radio+nova",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Smooth Sailin',Leon Bridges,0.6409999999999999,0.721,11,-6.787999999999999,0,0.0451,0.413,7.15e-06,0.24600000000000002,0.753,67.055,183333,4,"soul,rnb,soul,american,rhythm+and+blues",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Come with Me and Fly (feat. Yusef Rumperfield),Tall Black Guy,0.84,0.637,4,-7.457000000000001,0,0.035,0.142,0.831,0.127,0.11699999999999999,124.00299999999999,404547,4,"detroit,hip-hop,detroit,hip-hop,beats",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
free (at ease),fantompower,0.5329999999999999,0.24600000000000002,9,-16.585,1,0.0466,0.907,0.894,0.11199999999999999,0.0886,87.016,145402,4,"beats,instrumental,lo-fi,hip-hop,beats,instrumental,lo-fi",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Firestorm (feat. Sara Diamond),Adventure Club,0.629,0.73,1,-4.341,0,0.0353,0.14800000000000002,9.78e-06,0.0943,0.23199999999999998,140.053,207470,4,"dubstep,electronic,dance,dubstep,electronic,dance",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Jelly Roll Blues,Jimmie Davis,0.68,0.225,5,-11.999,1,0.0543,0.956,6.38e-05,0.12,0.8320000000000001,102.48100000000001,171760,4,"country,all,country,all,blues",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tu Hi Ah,The PropheC,0.701,0.498,7,-9.941,0,0.0407,0.165,6.93e-06,0.14300000000000002,0.588,74.998,191280,4,"punjabi,remix,punjabi,remix",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Why Don't You Dance With Me? - Radio Edit,Future Breeze,0.7809999999999999,0.828,8,-8.28,0,0.0509,0.447,0.8490000000000001,0.0862,0.708,135.02200000000002,203817,4,"pop,dancemania,221+trance,trance,dance,electronic",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Protect Your Mind (Braveheart) - Lange Remix,DJ Sakin,0.544,0.687,9,-11.681,0,0.0342,0.313,0.826,0.0817,0.153,137.87,239791,4,"trance,electronic,trance,electronic,techno",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Try (Instrumental Version),Steve Petrunak,0.603,0.49700000000000005,1,-7.805,1,0.04,0.972,0.9159999999999999,0.124,0.632,139.889,222981,4,"instrumental,cat+stevens,carole+king,instrumental,cat+stevens,carole+king",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Death Metal Rebels,Necrocurse,0.32899999999999996,0.995,6,-2.8360000000000003,1,0.069,0.0009720000000000001,0.855,0.33399999999999996,0.0685,94.355,222000,4,"death+metal,metal,old+school+death+metal,death+metal,old+school+death+metal,swedish+death+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Indifferent,Destiny Potato,0.535,0.909,8,-5.757000000000001,1,0.078,0.000495,0.00456,0.264,0.376,105.006,220071,3,"metal,awesome,serbian,progressive+metal,djent,serbian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Set Me Up,Project 86,0.48,0.94,9,-4.029,1,0.0682,0.0007769999999999999,0.677,0.17300000000000001,0.628,99.98700000000001,187333,4,"nu+metal,alternative+metal,alternative+rock,agressive,hard+rock,post-hardcore,rock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Folk Hero Schtick,Yeasayer,0.6559999999999999,0.7829999999999999,5,-8.09,0,0.102,0.0592,0.191,0.371,0.5770000000000001,119.98899999999999,278253,4,"experimental,psychedelic,indie,indie+rock,folk,experimental,psychedelic,indie",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Folkfest,Fakkboiz,0.662,0.9129999999999999,1,-5.524,1,0.0739,0.0122,0.000251,0.732,0.396,131.98,172727,4,russelater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sonatine bureaucratique,Erik Satie,0.39299999999999996,0.114,9,-27.79,1,0.0365,0.993,0.888,0.147,0.385,129.119,225011,4,"piano,classical,manyaldamlibrary,classical,piano,impressionist",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Are You Ready?,The Profane,0.35100000000000003,0.968,0,-4.62,1,0.0821,0.009729999999999999,7.35e-05,0.126,0.311,164.989,207275,4,"death+n+roll,death+metal,metal,punk,rouheeta,death+n+roll,death+metal,metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ungrateful Little Father,Broken Social Scene,0.43,0.583,0,-8.461,1,0.0643,0.156,0.00595,0.46,0.33,126.264,401893,4,"indie+rock,rock,indie,canadian,indie,indie+rock,canadian",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
Crude Rock 'n' Roll,Whipstriker,0.36,0.958,9,-4.28,1,0.0694,0.0313,0.348,0.10300000000000001,0.331,83.035,213187,4,"speed+metal+punk,brazilian+speed+metal,thrash+metal,metal+punk,heavy+metal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jesus Paid It All,Holy Communion Instrumental Duo,0.439,0.21899999999999997,9,-17.192,1,0.0429,0.99,0.93,0.114,0.226,75.348,183971,3,"instrumental,chill,calm,instrumental,chill,calm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
